id,area_id,sight_genre_id,name,name_kana,introduction,url,zip,address,latitude,longitude,access,phone,phone_comment,opentime_comment,holiday_comment,price_comment,duration_minutes,score,budget_upper,budget_lower,geom,is_active
1,1,1,ヱビスビール記念館,えびすびーるきねんかん,ヱビスビールの歴史を学べる記念館。限定醸造ビールの試飲も可。,http://www.sapporobeer.jp/brewery/y_museum/,150-8522,東京都渋谷区恵比寿4-20-1 恵比寿ガーデンプレイス内,35.643203,139.71455,徒歩5分,03-5423-7255,電話番号説明だよ,ヱビスツアー最終回 平日17:10 / 土日・祝日17:30,【休館日】毎週月曜日（祝日の場合は翌日）年末年始、臨時休館日,格安だよ,60,60.0,2000,1000,,active
2,1,1,ヱビスビール記念館,えびすびーるきねんかん,ヱビスビールの歴史を学べる記念館。限定醸造ビールの試飲も可。,http://www.sapporobeer.jp/brewery/y_museum/,150-8522,東京都渋谷区恵比寿4-20-1 恵比寿ガーデンプレイス内,35.643203,139.71455,徒歩5分,03-5423-7255,電話番号説明だよ,ヱビスツアー最終回 平日17:10 / 土日・祝日17:30,【休館日】毎週月曜日（祝日の場合は翌日）年末年始、臨時休館日,格安だよ,60,60.0,2000,1000,,active
3,1,1,ヱビスビール記念館,えびすびーるきねんかん,ヱビスビールの歴史を学べる記念館。限定醸造ビールの試飲も可。,http://www.sapporobeer.jp/brewery/y_museum/,150-8522,東京都渋谷区恵比寿4-20-1 恵比寿ガーデンプレイス内,35.643203,139.71455,徒歩5分,03-5423-7255,電話番号説明だよ,ヱビスツアー最終回 平日17:10 / 土日・祝日17:30,【休館日】毎週月曜日（祝日の場合は翌日）年末年始、臨時休館日,格安だよ,60,60.0,2000,1000,,active
4,1,1,ヱビスビール記念館,えびすびーるきねんかん,ヱビスビールの歴史を学べる記念館。限定醸造ビールの試飲も可。,http://www.sapporobeer.jp/brewery/y_museum/,150-8522,東京都渋谷区恵比寿4-20-1 恵比寿ガーデンプレイス内,35.643203,139.71455,徒歩5分,03-5423-7255,電話番号説明だよ,ヱビスツアー最終回 平日17:10 / 土日・祝日17:30,【休館日】毎週月曜日（祝日の場合は翌日）年末年始、臨時休館日,格安だよ,60,60.0,2000,1000,,active
5,1,1,ヱビスビール記念館,えびすびーるきねんかん,ヱビスビールの歴史を学べる記念館。限定醸造ビールの試飲も可。,http://www.sapporobeer.jp/brewery/y_museum/,150-8522,東京都渋谷区恵比寿4-20-1 恵比寿ガーデンプレイス内,35.643203,139.71455,徒歩5分,03-5423-7255,電話番号説明だよ,ヱビスツアー最終回 平日17:10 / 土日・祝日17:30,【休館日】毎週月曜日（祝日の場合は翌日）年末年始、臨時休館日,格安だよ,60,60.0,2000,1000,,active
6,1,1,ヱビスビール記念館,えびすびーるきねんかん,ヱビスビールの歴史を学べる記念館。限定醸造ビールの試飲も可。,http://www.sapporobeer.jp/brewery/y_museum/,150-8522,東京都渋谷区恵比寿4-20-1 恵比寿ガーデンプレイス内,35.643203,139.71455,徒歩5分,03-5423-7255,電話番号説明だよ,ヱビスツアー最終回 平日17:10 / 土日・祝日17:30,【休館日】毎週月曜日（祝日の場合は翌日）年末年始、臨時休館日,格安だよ,60,60.0,2000,1000,,active
7,1,1,ヱビスビール記念館,えびすびーるきねんかん,ヱビスビールの歴史を学べる記念館。限定醸造ビールの試飲も可。,http://www.sapporobeer.jp/brewery/y_museum/,150-8522,東京都渋谷区恵比寿4-20-1 恵比寿ガーデンプレイス内,35.643203,139.71455,徒歩5分,03-5423-7255,電話番号説明だよ,ヱビスツアー最終回 平日17:10 / 土日・祝日17:30,【休館日】毎週月曜日（祝日の場合は翌日）年末年始、臨時休館日,格安だよ,60,60.0,2000,1000,,active
8,1,1,ヱビスビール記念館,えびすびーるきねんかん,ヱビスビールの歴史を学べる記念館。限定醸造ビールの試飲も可。,http://www.sapporobeer.jp/brewery/y_museum/,150-8522,東京都渋谷区恵比寿4-20-1 恵比寿ガーデンプレイス内,35.643203,139.71455,徒歩5分,03-5423-7255,電話番号説明だよ,ヱビスツアー最終回 平日17:10 / 土日・祝日17:30,【休館日】毎週月曜日（祝日の場合は翌日）年末年始、臨時休館日,格安だよ,60,60.0,2000,1000,,active
9,1,1,ヱビスビール記念館,えびすびーるきねんかん,ヱビスビールの歴史を学べる記念館。限定醸造ビールの試飲も可。,http://www.sapporobeer.jp/brewery/y_museum/,150-8522,東京都渋谷区恵比寿4-20-1 恵比寿ガーデンプレイス内,35.643203,139.71455,徒歩5分,03-5423-7255,電話番号説明だよ,ヱビスツアー最終回 平日17:10 / 土日・祝日17:30,【休館日】毎週月曜日（祝日の場合は翌日）年末年始、臨時休館日,格安だよ,60,60.0,2000,1000,,active
10,1,1,ヱビスビール記念館,えびすびーるきねんかん,ヱビスビールの歴史を学べる記念館。限定醸造ビールの試飲も可。,http://www.sapporobeer.jp/brewery/y_museum/,150-8522,東京都渋谷区恵比寿4-20-1 恵比寿ガーデンプレイス内,35.643203,139.71455,徒歩5分,03-5423-7255,電話番号説明だよ,ヱビスツアー最終回 平日17:10 / 土日・祝日17:30,【休館日】毎週月曜日（祝日の場合は翌日）年末年始、臨時休館日,格安だよ,60,60.0,2000,1000,,active
11,1,1,ヱビスビール記念館,えびすびーるきねんかん,ヱビスビールの歴史を学べる記念館。限定醸造ビールの試飲も可。,http://www.sapporobeer.jp/brewery/y_museum/,150-8522,東京都渋谷区恵比寿4-20-1 恵比寿ガーデンプレイス内,35.643203,139.71455,徒歩5分,03-5423-7255,電話番号説明だよ,ヱビスツアー最終回 平日17:10 / 土日・祝日17:30,【休館日】毎週月曜日（祝日の場合は翌日）年末年始、臨時休館日,格安だよ,60,60.0,2000,1000,,active
12,1,1,ヱビスビール記念館,えびすびーるきねんかん,ヱビスビールの歴史を学べる記念館。限定醸造ビールの試飲も可。,http://www.sapporobeer.jp/brewery/y_museum/,150-8522,東京都渋谷区恵比寿4-20-1 恵比寿ガーデンプレイス内,35.643203,139.71455,徒歩5分,03-5423-7255,電話番号説明だよ,ヱビスツアー最終回 平日17:10 / 土日・祝日17:30,【休館日】毎週月曜日（祝日の場合は翌日）年末年始、臨時休館日,格安だよ,60,60.0,2000,1000,,active
13,1,1,ヱビスビール記念館,えびすびーるきねんかん,ヱビスビールの歴史を学べる記念館。限定醸造ビールの試飲も可。,http://www.sapporobeer.jp/brewery/y_museum/,150-8522,東京都渋谷区恵比寿4-20-1 恵比寿ガーデンプレイス内,35.643203,139.71455,徒歩5分,03-5423-7255,電話番号説明だよ,ヱビスツアー最終回 平日17:10 / 土日・祝日17:30,【休館日】毎週月曜日（祝日の場合は翌日）年末年始、臨時休館日,格安だよ,60,60.0,2000,1000,,active
14,1,1,ヱビスビール記念館,えびすびーるきねんかん,ヱビスビールの歴史を学べる記念館。限定醸造ビールの試飲も可。,http://www.sapporobeer.jp/brewery/y_museum/,150-8522,東京都渋谷区恵比寿4-20-1 恵比寿ガーデンプレイス内,35.643203,139.71455,徒歩5分,03-5423-7255,電話番号説明だよ,ヱビスツアー最終回 平日17:10 / 土日・祝日17:30,【休館日】毎週月曜日（祝日の場合は翌日）年末年始、臨時休館日,格安だよ,60,60.0,2000,1000,,active
15,1,1,ヱビスビール記念館,えびすびーるきねんかん,ヱビスビールの歴史を学べる記念館。限定醸造ビールの試飲も可。,http://www.sapporobeer.jp/brewery/y_museum/,150-8522,東京都渋谷区恵比寿4-20-1 恵比寿ガーデンプレイス内,35.643203,139.71455,徒歩5分,03-5423-7255,電話番号説明だよ,ヱビスツアー最終回 平日17:10 / 土日・祝日17:30,【休館日】毎週月曜日（祝日の場合は翌日）年末年始、臨時休館日,格安だよ,60,60.0,2000,1000,,active
16,1,1,ヱビスビール記念館,えびすびーるきねんかん,ヱビスビールの歴史を学べる記念館。限定醸造ビールの試飲も可。,http://www.sapporobeer.jp/brewery/y_museum/,150-8522,東京都渋谷区恵比寿4-20-1 恵比寿ガーデンプレイス内,35.643203,139.71455,徒歩5分,03-5423-7255,電話番号説明だよ,ヱビスツアー最終回 平日17:10 / 土日・祝日17:30,【休館日】毎週月曜日（祝日の場合は翌日）年末年始、臨時休館日,格安だよ,60,60.0,2000,1000,,active
